Date,returns,msci,sentiment
2011-12-01,0.05186630175853626,0.3871595330739299,-0.07865565516426558
2012-01-01,0.07803958910793192,0.48638132295719827,-0.0087860082304526
2012-02-01,0.14680639106276397,0.49221789883268463,0.1489690721649485
2012-03-01,0.0837149315676735,0.5097276264591439,-0.1403964194373402
2012-04-01,0.001341495314771828,0.5136186770428015,-0.0191192660550459
2012-05-01,-0.047848944659112734,0.5700389105058363,-0.0701776384535003
2012-06-01,-0.005572254953395976,0.4513618677042801,0.2412007168458781
2012-07-01,0.062206693442573444,0.4338521400778208,0.2831454418928322
2012-08-01,0.046615094696825427,0.47276264591439676,0.2329146295599847
2012-09-01,0.02828946782961369,0.5505836575875485,-0.0793052391799544
2012-10-01,-0.0784755031550948,0.6342412451361865,-0.7916705544589988
2012-11-01,0.01786506284946092,0.6361867704280155,0.1440830800405269
2012-12-01,-0.029314616696636736,0.44552529182879375,-0.0775465313028763
2013-01-01,-0.09308095651742851,0.4630350194552528,0.4418622066899649
2013-02-01,0.004684157999592681,0.536964980544747,-0.4101112594570537
2013-03-01,0.0008304717757495516,0.5564202334630348,-0.0537305122494432
2013-04-01,-0.018024985222464453,0.5136186770428015,-0.6696636623433722
2013-05-01,0.019111394109363633,0.6712062256809337,-0.5319205298013245
2013-06-01,-0.12196489710709464,0.6634241245136183,0.3861341525857654
2013-07-01,0.05165932398996881,0.6828793774319064,0.3790596936080296
2013-08-01,0.0674600782321344,0.6245136186770426,-0.2843124999999999
2013-09-01,-0.0033538382940026534,0.5350194552529182,0.3189016602809706
2013-10-01,0.09516199034990815,0.4513618677042801,0.0532573289902281
2013-11-01,0.050303697739026716,0.48832684824902706,0.6439450171821306
2013-12-01,-0.014488310705013866,0.6322957198443577,0.1404074555700044
2014-01-01,-0.08752095390313772,0.6070038910505835,0.4734460795080166
2014-02-01,0.04175221946570564,0.6147859922178986,-0.1491997216423106
2014-03-01,0.007335942603260245,0.5836575875486381,0.4510159362549799
2014-04-01,0.05446294453612608,0.6634241245136183,-0.5267287977632807
2014-05-01,0.07796101180953681,0.6206225680933852,-0.5382179930795848
2014-06-01,-0.003224922179083811,0.6322957198443577,-0.2041340782122905
2014-07-01,0.02069696763815914,0.6186770428015562,-0.485089179548157
2014-08-01,0.01645414774698552,0.6322957198443577,-0.4324987678659437
2014-09-01,-0.013369436570551585,0.6731517509727625,0.6041625857002938
2014-10-01,0.04854651715266747,0.7178988326848248,-0.0844675324675323
2014-11-01,0.06957692535468206,0.7548638132295717,0.2611673151750973
2014-12-01,-0.05240732056967465,0.8482490272373537,0.4183925070790676
2015-01-01,0.04720961669158143,0.9357976653696496,-0.6961429295489103
2015-02-01,0.06703251436673935,0.8832684824902723,-0.4407498897220996
2015-03-01,-0.010748871887617115,0.8365758754863812,0.461904761904762
2015-04-01,-0.008398126822375163,0.8929961089494163,0.4116607523066005
2015-05-01,0.017936445861780153,0.7918287937743189,-0.3572668112798263
2015-06-01,-0.04127418658973939,0.8968871595330736,0.6837535491198186
2015-07-01,-0.02735142970109313,0.8385214007782098,-0.1300377358490564
2015-08-01,-0.0703024012126136,0.8151750972762646,0.3116783919597991
2015-09-01,-0.009039346237722524,0.7237354085603112,0.3281145584725538
2015-10-01,0.09996460274687562,0.7782101167315174,0.2856654804270461
2015-11-01,-0.009178917033993029,0.8035019455252916,0.2606019563581642
2015-12-01,-0.08681259869500772,0.8287937743190659,-0.6891683168316831
2016-01-01,-0.07733699500704244,0.8171206225680931,-0.8038953922789537
2016-02-01,-0.002739960188688,0.8112840466926068,0.078450226244344
2016-03-01,0.10278895522546866,0.7976653696498053,0.5996656431252133
2016-04-01,-0.09766676631170754,0.7587548638132293,-0.2388348348348347
2016-05-01,0.04508046738633284,0.8696498054474706,-0.6848165443629084
2016-06-01,-0.021520244772455514,0.8463035019455252,-0.5553106796116505
2016-07-01,0.09041112389282803,0.7782101167315174,-0.4014186507936507
2016-08-01,0.04001293914451082,0.7743190661478596,0.4642175066312998
2016-09-01,0.03634698615305401,0.8015564202334629,0.0764423076923076
2016-10-01,0.010004320325703106,0.7237354085603112,-0.2595481927710844
2016-11-01,-0.007166440296911555,0.8521400778210115,0.3735280898876406
2016-12-01,0.03411086304549775,0.9377431906614784,0.7107046764894299
2017-01-01,0.04617915228555211,0.9435797665369647,-0.4907999999999999
2017-02-01,0.08272564582407478,0.9007782101167312,-0.2924151123864182
2017-03-01,0.057915795671528034,0.9124513618677041,0.1938334392879845
2017-04-01,0.026434093366735696,0.9143968871595329,-0.4314367816091953
2017-05-01,0.03699000062069818,0.9163424124513615,-0.6233967649857278
2017-06-01,-0.018231634169508393,0.875486381322957,-0.3247933884297522
2017-07-01,0.0215638222032235,0.8443579766536964,-0.1446098265895952
2017-08-01,0.056509228735902695,0.9105058365758751,-0.4025790921595598
2017-09-01,-0.014829676231104214,0.8774319066147858,0.1248020565552697
2017-10-01,0.07892473446814827,0.9863813229571983,0.9245496828752644
2017-11-01,-0.002054206051716617,0.9435797665369647,-0.3217437397185159
2017-12-01,-0.003316653198949502,0.8929961089494163,-0.6310444027517198
2018-01-01,0.0028751664566874792,0.8891050583657587,-0.366452818436624
2018-02-01,0.025487506510245502,0.9669260700389104,-0.184057661505606
2018-03-01,-0.0340373446199034,1.0,-0.4188842975206611
2018-04-01,0.017238569506447355,0.9494163424124511,-0.5259373493975902
2018-05-01,0.06647962051867198,0.9338521400778208,-0.4458566344687342
2018-06-01,-0.022272223324966894,0.9377431906614784,-0.1473527730131505
