Date,0
2011-11-01,15.583016115392986
2011-12-01,16.412576691812486
2012-01-01,17.744711032053786
2012-02-01,20.55067716684337
2012-03-01,22.345139472102616
2012-04-01,22.375135487270843
2012-05-01,21.32971934804639
2012-06-01,21.211195243699674
2012-07-01,22.572578147714285
2012-08-01,23.64971130688736
2012-09-01,24.328302287521254
2012-10-01,22.49211655859319
2012-11-01,22.897550401928775
2012-12-01,22.236060519861752
2013-01-01,20.259713595640402
2013-02-01,20.35483590518666
2013-03-01,20.371747043045332
2013-04-01,20.007836200255955
2013-05-01,20.393891116655713
2013-06-01,18.052253124514174
2013-07-01,19.009328413679007
2013-08-01,20.335942888591266
2013-09-01,20.267853668527284
2013-10-01,22.291335449769264
2013-11-01,23.441354663459883
2013-12-01,23.104177495617623
2014-01-01,21.168039877752047
2014-02-01,22.070562581125877
2014-03-01,22.23306629161411
2014-04-01,23.47752540616461
2014-05-01,25.381095103846146
2014-06-01,25.299374888808305
2014-07-01,25.828451486423944
2014-08-01,26.256952283356597
2014-09-01,25.90824781042557
2014-10-01,27.197032917685497
2014-11-01,29.156702238821076
2014-12-01,27.66802704520424
2015-01-01,29.005547503599796
2015-02-01,31.016509253339763
2015-03-01,30.684902162810097
2015-04-01,30.42828552069843
2015-05-01,30.97898484694253
2015-06-01,29.726380379953927
2015-07-01,28.924339854219124
2015-08-01,26.96072153719145
2015-09-01,26.71811240632444
2015-10-01,29.52703562289358
2015-11-01,29.257249479143983
2015-12-01,26.82447694974406
2016-01-01,24.82814266598649
2016-02-01,24.76020765563568
2016-03-01,27.44068564874876
2016-04-01,24.88735948663651
2016-05-01,26.034966263987872
2016-06-01,25.48067307182971
2016-07-01,27.891761819543387
2016-08-01,29.03042183938189
2016-09-01,30.10500073218251
2016-10-01,30.40769239046117
2016-11-01,30.1905564535446
2016-12-01,31.238147939648847
2017-01-01,32.71452571038139
2017-02-01,35.53594915758721
2017-03-01,37.65480737782755
2017-04-01,38.663450623908986
2017-05-01,40.120391692930994
2017-06-01,39.39555890922432
2017-07-01,40.25430336757097
2017-08-01,42.59454284544215
2017-09-01,41.967540179885475
2017-10-01,45.4140351291879
2017-11-01,45.32084109603748
2017-12-01,45.17077657698229
2018-01-01,45.3008369616504
2018-02-01,46.470282153047904
2018-03-01,44.91517317021084
2018-04-01,45.69615870123162
2018-05-01,48.837275339577836
2018-06-01,47.761584120354804
2018-07-01,48.573599517703855
2018-08-01,55.6294859981908
2018-09-01,54.81815796345558
2018-10-01,52.359055194401996
2018-11-01,45.37420353277397
2018-12-01,40.73406156221676
2019-01-01,44.15795097576192
2019-02-01,45.77529481774621
2019-03-01,48.44958281612259
2019-04-01,50.60461953091117
2019-05-01,45.21625045240777
2019-06-01,50.272115574568936
2019-07-01,53.04406380801141
2019-08-01,52.13249853195645
2019-09-01,55.33909302769668
2019-10-01,59.94837022967048
2019-11-01,63.4382405619832
2019-12-01,68.90678995991281
2020-01-01,72.61504653625992
2020-02-01,65.12869500077767
2020-03-01,59.09463789230201
2020-04-01,66.91774447363984
2020-05-01,71.25335967042756
2020-06-01,79.49216472218458
2020-07-01,91.28929786338473
2020-08-01,106.76299452741942
2020-09-01,98.41276886750958
2020-10-01,93.8796994953928
2020-11-01,104.05110102803086
2020-12-01,116.95183986230454
2021-01-01,117.09894672775997
2021-02-01,109.95362661852954
2021-03-01,110.64601444313986
2021-04-01,117.54022899409573
2021-05-01,113.28330069828768
2021-06-01,103.99919826049806
2021-07-01,128.25296630524915
2021-08-01,132.53765082376077
2021-09-01,124.08269176174953
2021-10-01,129.47953543397352
2021-11-01,140.37045600281448
2021-12-01,150.6764183830164
2022-01-01,130.72202762756348
2022-02-01,138.82824667934185
2022-03-01,145.6150582890896
2022-04-01,131.73945077158012
2022-05-01,125.38163543598228
2022-06-01,114.74255546702194
2022-07-01,133.6991770374416
2022-08-01,129.57164501377355
2022-09-01,114.0001731252568
2022-10-01,125.43250882332913
2022-11-01,123.20988582514386
2022-12-01,109.55566775215016
